county_name,acreage_change_pct,farm_count_change_pct,avg_farm_size_change_pct,consolidation_ratio
ADAIR,-0.14590637537610993,-0.15002853544813755,-0.13382687639847698,-0.20771920992354265
ALLEN,-0.16030728766637406,-0.7706238436520897,-0.11599224036574324,-0.7090097965436184
ANDERSON,-0.2039427665381058,-0.6132427025160279,-0.1638498133136757,0.338681744970467
BALLARD,-0.1440849397677924,1.1470791646798595,-0.18419018445653973,0.07771763775954516
BARREN,-0.10377983463387737,-0.48510631749475414,-0.07989137076219309,-0.10492805579351845
BATH,-0.08113081604446376,-0.5015803466382854,-0.05865701505160296,-0.07669063109684746
BELL,0.02462576259648577,-1.7503337939480832,0.14232454422546928,-0.06753132938112243
BOONE,-0.11181390895999463,0.8791228795772744,-0.1502081393783501,0.0188822517817454
BOURBON,-0.034333969563155584,0.33343808326187496,-0.06480895709953241,-0.007456003416807139
BOYD,0.06180784547408407,0.3689367796941786,0.010714556112278669,0.0032026065999203714
BOYLE,0.0720644171531576,-0.7722302167135977,0.10026453870975054,-0.0259448308379856
BRACKEN,-0.08781922992881715,1.8666731562597716,-0.1686997704138192,0.09118716672056498
BREATHITT,0.15463970490682444,0.4994637624547028,0.07647880807445276,0.009465513929914687
BRECKINRIDGE,-0.11893384349929902,0.07252753476421651,-0.12137566604476147,-0.07368410612036123
BULLITT,-0.2569667489905792,-0.9609612280442457,-0.1979862517422888,0.15810619486253363
BUTLER,0.0523050423815613,0.25495872616950926,0.009970016246144587,-0.0005736937320785837
CALDWELL,-0.1333526741815199,0.39856714121869374,-0.14755978459103425,-0.054459898792330236
CALLOWAY,-0.1036785219297845,1.938516145025062,-0.1818489171300885,0.11438615448895434
CAMPBELL,-0.12110527007783668,-0.7930804215705092,-0.07823035204525426,-0.18105285713577726
CARLISLE,-0.020557513704094723,0.584869240133167,-0.0666758202699677,0.0051499178121769415
CARROLL,-0.09905747894633442,-1.438578426733092,-0.014509324664757333,-0.17829827464305964
CARTER,-0.12513447584319748,0.5711313517670095,-0.1481644821127016,-0.020353017821808424
CASEY,-0.02877019773436768,-0.5534260401897452,-0.008311356420098916,-0.045571976214196876
CHRISTIAN,-0.08969386306429587,0.4245107260820012,-0.11374016202595902,-0.016108332354414643
CLARK,-0.09405635851525308,0.17692518246950792,-0.10570081597319515,-0.03758176143067349
CLAY,-0.07042912795805695,-0.4311302178593017,-0.05322546879653018,-0.06279802932077591
CLINTON,-0.11891502148661375,-1.4505369887604507,-0.03399395509531524,-0.248984475020989
CRITTENDEN,-0.10723640745896607,-0.11352193076174806,-0.10251284539127888,-0.07577425974501463
CUMBERLAND,0.002709808931709736,1.910198200576425,-0.10854578077550558,0.054595146134211
DAVIESS,-0.03851002461682596,1.763110584362589,-0.13114077630450027,0.059222833588184615
EDMONSON,-0.031149353647230742,0.08195204089583936,-0.04869681525749105,-0.018176633827304695
ELLIOTT,-0.16028335952629727,0.21219209825750618,-0.16168048909812566,-0.26990201384654466
ESTILL,-0.11639471271371414,1.537443933059705,-0.17750167411565174,0.09158574985386853
FAYETTE,-0.018771474061358352,1.411122353593294,-0.10326226709194465,0.03930535822605022
FLEMING,-0.16264200437816584,-0.2522346736514953,-0.1435590728943725,-0.573351309279331
FLOYD,-0.15072392085414396,-3.1690939190790868,0.08562459992285032,-1.0614901060246749
FRANKLIN,-0.1416836240582794,-0.25288133714642375,-0.12532593053910604,-0.19905770541742454
FULTON,-0.1719782327479993,2.247348326281412,-0.236372143896133,3.307963138921758
GALLATIN,-0.09406498776537775,-2.2345386868431127,0.057628641467132945,-0.2296321176395793
GARRARD,-0.17330275258935277,-0.33780731916772183,-0.14896235925502294,-5.484035915910367
GRANT,-0.13343810545767243,0.7675507557351342,-0.16239206455873612,0.0028220712400469166
GRAVES,-0.09958571119096415,0.743083478326539,-0.13536764326255266,0.006846667680418142
GRAYSON,0.003361378276488214,0.5980403200620663,-0.0485981620026631,0.007135168421548655
GREEN,-0.06003858197601257,-0.01310868599161763,-0.06770545066108277,-0.032210604048401925
GREENUP,-0.008147645756229437,-0.2348426999323698,-0.010474211307813659,-0.025616313332274907
HANCOCK,0.07977431447386103,1.0911761395758768,-0.016315860695717995,0.022358699221630016
HARDIN,-0.13978368886281678,0.7143087583818339,-0.16524357462636574,-0.009437342769993359
HARLAN,-0.030059308369532363,1.360105417163678,-0.1092382610918874,0.038828605577447384
HARRISON,-0.04700474227226987,0.365974659551584,-0.07669066023028598,-0.0081863286599831
HART,-0.05219785179693907,1.0633166397120928,-0.11296169677369655,0.02732591815609621
HENDERSON,-0.06059525355398073,1.1356297554039416,-0.12220623469333818,0.032200166687084905
HENRY,-0.07848035393366251,-0.13648431896847957,-0.07674879078079479,-0.049760449958727554
HICKMAN,-0.14881545720003816,-0.5615893767329718,-0.11632320342063586,-0.3350279039322581
HOPKINS,0.19155613849099448,0.7453330384092762,0.08880999364479526,0.014474383165448943
JACKSON,-0.028264830165005365,0.05038161842130001,-0.04452611014469926,-0.018880075164698175
JEFFERSON,-0.2113593766128471,-0.7245884498483605,-0.16559127890556552,0.2929884944291964
JESSAMINE,-0.08342952638706477,0.25805078079922106,-0.10088869381634066,-0.025589247531639457
JOHNSON,-0.030719281894727297,-0.420240854432628,-0.018619064760223264,-0.04047085324942069
KENTON,-0.17180163566958137,0.3334076571025201,-0.17588550735039687,-1.1406256114685365
KNOTT,-0.25980853922962227,-1.779818328867812,-0.16158605926872283,0.21515163791068406
KNOX,-0.12942591873095993,0.9351915126642232,-0.1656748754362716,0.027803966736247316
LARUE,-0.08135573903737585,0.7525116211146576,-0.12172720069977856,0.009359672760076253
LAUREL,-0.12336642716075313,-0.47459550881970647,-0.0979822643948444,-0.14990823293883443
LAWRENCE,-0.0743287974433692,-0.2949040166764298,-0.06447733222489416,-0.05715945945249432
LEE,-0.15368654879558577,-0.8817773405775537,-0.10378425400201863,-0.5143752616387094
LESLIE,10.864639750770195,-1.2421528979765244,10.871818798204197,0.015172882604549059
LETCHER,-0.34659350878050477,-1.1888091260402718,-0.27636532241659395,0.09272886010503117
LEWIS,-0.07377101944842952,-0.9965157385148361,-0.020641522284608145,-0.1013925710500209
LINCOLN,-0.10852512553180693,0.6377365047706738,-0.13791272666135068,-0.0046660013709547065
LIVINGSTON,0.14268226829836145,0.29251261181011357,0.08105955474834803,0.0050174653201230735
LOGAN,-0.1151414355500509,0.2671155834540301,-0.12715161257450439,-0.04696694402415137
LYON,-0.0311102225287429,-1.547697167128683,0.06434234481791344,-0.09104641469427352
MADISON,-0.1310911524935993,1.489516535738982,-0.18631879712308574,0.10987130486676233
MAGOFFIN,0.07883310955778909,0.008290620253337537,0.047869693406101775,-0.005045894364198121
MARION,-0.055517126300814006,0.8481678918770242,-0.10612292982129061,0.01603835453232111
MARSHALL,-0.09342100829766103,2.376389899956574,-0.1885713807035699,0.1366136287158625
MARTIN,-0.23098194498046065,-0.1690136072437777,-0.20605382958663263,0.13318266129579634
MASON,-0.22564651646825654,-0.9401031005370167,-0.16905149019480303,0.24258971876389054
MCCRACKEN,-0.11469884716236475,1.201940386810266,-0.16454348267917615,0.05355226771266799
MCCREARY,-0.1391586217840315,0.31724561037496785,-0.14883120634008862,-0.08073018900495406
MCLEAN,-0.16872207492041608,-0.9121272536233018,-0.11636000428617232,-1.8831082718706307
MEADE,-0.15076379896825373,0.7339035890968783,-0.17446054821371695,-0.016030953092903956
MENIFEE,-0.16395055835960662,-0.6247203269520912,-0.12686174600883549,-0.8677865800729688
MERCER,-0.012788069994712803,-0.22841657618277159,-0.01489412209846679,-0.026565473249275058
METCALFE,-0.08957274973707857,-0.4810714287157267,-0.06740508252124322,-0.0843749959356529
MONROE,-0.07168553992943562,-0.28502842957397245,-0.06272589056907933,-0.05465648092952182
MONTGOMERY,-0.24235627001588403,-1.3108861729931045,-0.1676156820441241,0.22191590136657688
MORGAN,-0.09490630649517431,-0.7301495670641984,-0.0576226922633728,-0.1111561996225783
MUHLENBERG,-0.07775949122243263,1.8624447130264965,-0.1616796983165534,0.08314505415319545
NELSON,-0.2002668473064811,-0.5094098408985777,-0.16518173280707404,0.35893737401549025
NICHOLAS,-0.14730540004876963,-0.7707351157967566,-0.10389337727145616,-0.36468543930197933
OHIO,-0.18018883504902325,0.2981175584036714,-0.1813190508061601,0.6669712335105316
OLDHAM,-0.028242183671761508,-0.02752116643305269,-0.04008470365073428,-0.022290269005310368
OWEN,-0.10999806004830184,-1.0055534515267768,-0.054840061881164824,-0.16824340795559117
OWSLEY,-0.20288093397435852,-2.611932942674263,-0.03906050536334761,0.8061568708684523
PENDLETON,-0.14641430814961254,0.5944374320538773,-0.1657915077745277,-0.042710602145775066
PERRY,-0.25813066525815903,-1.314966591390831,-0.18326622929292452,0.1833736002622487
PIKE,0.05603887093721745,-1.973210173296226,0.2007976220684716,-0.062308115425286116
POWELL,0.01787773462571126,-0.038717403094633666,-0.00045114057327934527,-0.01339930748575324
PULASKI,-0.08980297401689034,0.8642127059451262,-0.13289230466890387,0.017108920518786583
ROBERTSON,-0.201452845803598,-1.3218875611789425,-0.1259251380242352,0.5387288091795238
ROCKCASTLE,0.058741926089318164,-0.33683011931471424,0.054722393003782885,-0.01638438291521123
ROWAN,-0.12477412567713658,-0.8845575587125848,-0.07631383120291839,-0.20733034952742105
RUSSELL,0.010403591878738523,0.4508450859494704,-0.03516919780937736,0.0023810483673301695
SCOTT,-0.14030728341932353,-0.21086793894393158,-0.12614601598605663,-0.18258928606781324
SHELBY,-0.14699354386842697,-0.14124773815464958,-0.13516468986498992,-0.21447929615175615
SIMPSON,-0.01012190714670937,0.11388916193322822,-0.03301620760026384,-0.012513630631898745
SPENCER,-0.20138483072049862,0.627741049330132,-0.20999245453748464,0.07100596555398157
TAYLOR,-0.1758724017610923,-0.6563547437842152,-0.1361823082499951,8.257074341421385
TODD,-0.05051450191468818,0.16988464317040208,-0.06948236439407438,-0.019020592401073802
TRIGG,-0.15443462620634166,0.6983490004361544,-0.17597823071141194,-0.03317407846387434
TRIMBLE,-0.23658574471358595,-1.0380313929601033,-0.17498715121304678,0.21276941142354708
UNION,-0.014185443066238092,0.5360958212036888,-0.059185909109882306,0.0036450477807234514
WARREN,-0.10162509137746184,-0.5045834985379186,-0.07687331103827025,-0.10306206708831853
WASHINGTON,-0.07823146737006427,-0.0722551137727769,-0.07994548679158181,-0.04531426338474552
WAYNE,0.04470576573882767,1.4832289045848173,-0.061141492193032256,0.03478655854519105
WEBSTER,0.025383571377001004,0.5310673566838504,-0.0276884737898827,0.006004713152234985
WHITLEY,-0.045006417511900515,-0.2713042573627284,-0.04027027912408552,-0.039360967685206395
WOLFE,-0.012793820109126641,-0.22721883824520478,-0.014973340508606062,-0.026519495014570512
WOODFORD,-0.12027095447441742,1.129481135819692,-0.1660045078253108,0.04880768367776715
