county_name,acreage_change_pct,farm_count_change_pct,avg_farm_size_change_pct,consolidation_ratio,high_risk
ADAIR,7.0856072992543275,-11.245843927244287,20.65418909675792,-1.5650512836140242,0
ALLEN,3.491148780168262,-18.191823899371062,26.50465236245821,-5.065739409025179,1
ANDERSON,-7.400238904411507,-16.430343849698684,10.80548294831607,2.2506583777374582,1
BALLARD,7.540236464915571,3.2719650018228212,4.133039845825935,0.42825441553384935,0
BARREN,17.600364989495546,-14.996184177054184,38.34715989038067,-0.8472245733889564,0
BATH,23.253545578109716,-15.180568871844038,45.312865152187356,-0.6500327250553953,0
BELL,49.65032012845206,-29.157175398633257,111.24273484369918,-0.586070106149093,0
BOONE,15.595065163872263,0.2728785357737115,15.280489452222279,0.017386263320641564,0
BOURBON,34.9340086009156,-5.834669517192224,43.294785786952836,-0.16654301777615416,0
BOYD,58.93094429051312,-5.437352245862877,68.06947358721762,-0.09211020272865118,0
BOYLE,61.490978037360314,-18.20980314440482,97.44539595922598,-0.295656989459706,0
BRACKEN,21.58412174014628,11.325982471020636,9.214505941410337,0.5223168642358043,0
BREATHITT,82.10171717315899,-3.976435935198826,89.64273920333584,-0.04837412248727617,0
BRECKINRIDGE,13.817934045766664,-8.754896951115654,24.738676644147123,-0.6290371058180564,0
BULLITT,-20.63499109236942,-20.322164948453604,-0.3926137597908429,0.9896359271373193,1
BUTLER,56.55905070192371,-6.713045546438341,67.8252351778286,-0.1184814334739713,0
CALDWELL,10.219003107481097,-5.105716000800387,16.149254162042826,-0.49478771811773486,0
CALLOWAY,17.62565257579412,12.13008130081301,4.901067769885991,0.6843235389470322,0
CAMPBELL,13.275947357251706,-18.44316795305924,38.89203947016325,-1.3788307818855436,0
CARLISLE,38.37260319321043,-3.020539669754332,42.682381116587024,-0.07851144500373686,0
CARROLL,18.779061955986958,-25.667870036101085,59.795046924761486,-1.3595945654472121,0
CARTER,12.270260169069672,-3.1743002544529255,15.95088955113169,-0.25660739637391594,0
CASEY,36.322722499392576,-15.760849038788377,61.82822469585799,-0.43272023498658624,0
CHRISTIAN,21.116214505648504,-4.815343807386248,27.243422785033932,-0.22696526781930082,0
CLARK,20.027338424598522,-7.586431833007172,29.88064502358264,-0.37692176049146436,0
CLAY,25.924680096218864,-14.392059553349876,47.09462631529333,-0.5530158103822725,0
CLINTON,13.822632008123442,-25.801715605410756,53.40332049028309,-1.85322111439534,0
CRITTENDEN,16.737606617834523,-10.837245696400629,30.926424973753875,-0.6436333822481477,0
CUMBERLAND,44.18011207729221,11.81313421405323,28.94738448282485,0.26678194024064494,0
DAVIESS,33.89166792406931,10.166863894469353,21.53533575424852,0.29909870610586464,0
EDMONSON,35.72888670157259,-8.64941366761019,48.580203095475646,-0.24140894300325977,0
ELLIOTT,3.497121228663971,-7.191708754208753,11.517106757805397,-1.9992956303226597,1
ESTILL,14.451699469745357,7.641101904964246,6.327134750807501,0.525100310163151,0
FAYETTE,38.81839754844717,6.227254346947011,30.680585130304504,0.16000798437795585,0
FLEMING,2.9084049785810495,-12.389780691838125,17.46164521813265,-4.11838857469313,1
FLOYD,5.883151021792587,-45.03657262277952,92.64291925447812,-7.52723313497213,1
FRANKLIN,8.139603333840236,-12.397018438603368,23.442834257930475,-1.5045649573552327,0
FULTON,0.5780883344911724,15.58666906001317,-12.984698709268521,22.98619260528819,1
GALLATIN,20.025184569273332,-34.5766129032258,83.45914189941314,-1.7180768098900605,0
GARRARD,0.24748902720491167,-13.34754797441364,15.689154413777315,-38.411422892334066,1
GRANT,10.197679515463221,-0.9758865248226948,11.283681972156037,-0.09476761471914932,0
GRAVES,18.647215524768228,-1.2497352255878011,20.14875686238328,-0.06666244509413627,0
GRAYSON,44.3427433700123,-2.873123058336203,48.612565249788936,-0.06464774315158141,0
GREEN,28.518153743604707,-9.71337579617835,42.34462178304014,-0.33941308315002655,0
GREENUP,41.47009831482813,-12.195121951219512,61.11872308077648,-0.29336283640372074,0
HANCOCK,63.41536348927483,2.6462733673221726,59.20243193290514,0.04166351606834496,0
HARDIN,8.613825946365901,-1.571794747787399,10.348274326503928,-0.18037940595346819,0
HARLAN,36.00096130737804,5.656249999999998,28.720223656790804,0.15667865328683134,0
HARRISON,31.77139181736155,-5.470505617977534,39.39711904607599,-0.17164313530222244,0
HART,30.47519499348993,2.3344573971896416,27.49879005766156,0.07635134944148989,0
HENDERSON,28.37920887293054,3.1438180975973187,24.46621740476473,0.1103899378534182,0
HENRY,23.915099229826986,-11.094251004832222,39.37804993528828,-0.46196981734945547,0
HICKMAN,6.35950233215397,-15.852216748768463,26.3960834412086,-2.4540925807642555,1
HOPKINS,91.31603544107902,-1.2245571440357343,93.68785389305593,-0.013395430442014807,0
JACKSON,36.448861922253464,-9.00276394164685,49.94835868943741,-0.24632132077867372,0
JEFFERSON,-9.25142004686706,-17.676575203252035,10.234213624112721,1.9315663703256103,1
JESSAMINE,22.679788943298497,-6.678437889488989,31.459210678472786,-0.29317382641746087,0
JOHNSON,35.836232336588324,-14.270180932498253,58.446890258375426,-0.3970973027678566,0
KENTON,0.6221668525857602,-5.835010060362167,6.8573011233656445,-8.079864147003669,1
KNOTT,-21.344300122818115,-29.487179487179482,11.548083462185213,1.3880042795812249,1
KNOX,11.19911876245771,0.9004237288135578,10.206790668514511,0.07968973047750351,0
LARUE,23.197404942591938,-1.1442112389979722,24.623359427579125,-0.04911324852778533,0
LAUREL,12.711563992096735,-14.878542510121463,32.41263403589961,-1.161336938979489,0
LAWRENCE,24.95132508088577,-12.867355043685464,43.4035718111533,-0.5136396977860181,0
LEE,5.1436809779261825,-19.435903500473035,30.50935285861928,-3.7065381327144964,1
LESLIE,2755.3108950591854,-23.469387755102037,3630.9395695440016,-0.008517563677049308,0
LETCHER,-43.00577314919629,-22.872340425531927,-26.104036910682076,0.5330830502925077,1
LEWIS,25.09054611253007,-20.720106915437235,57.78344450982548,-0.8225350424273181,0
LINCOLN,16.41594340912554,-2.4288256227758027,19.313869236671017,-0.14705945416559163,0
LIVINGSTON,79.11714862518035,-6.292725679228756,91.14540458411035,-0.07943640724817151,0
LOGAN,14.764516650136834,-6.576980568011958,22.84393862230647,-0.4424617848540278,0
LYON,35.73865380377938,-26.889175732989123,85.66150110419079,-0.7502842009694436,0
MADISON,10.783477477812472,7.104677060133644,3.4347710283589072,0.6527947592685837,0
MAGOFFIN,63.18043934276311,-9.473865199449799,80.25782245346825,-0.14971238028443384,0
MARION,29.64670619520008,-0.07358351729212656,29.74217505101392,-0.0024736694143299796,0
MARSHALL,20.18592143352156,17.030960008511336,2.6958348669281853,0.839545793585124,0
MARTIN,-14.149200591159483,-11.458333333333332,-3.0390971382507117,0.8155861437798486,1
MASON,-12.817481038806392,-20.08871146595698,9.099127996231674,1.5796140292765413,1
MCCRACKEN,14.874986429307874,3.8859963119644214,10.577932067325088,0.2594991541601035,0
MCCREARY,8.769842290403979,-6.015902908558276,15.732177737023404,-0.6782423758612602,0
MCLEAN,1.3908232506504772,-19.775593287657625,26.38401130743632,-13.264881184962148,1
MEADE,5.873197469955194,-1.3524806474313862,7.324743860574784,-0.22642490127511747,1
MENIFEE,2.5817907397419013,-16.5588065506031,22.93902627597588,-6.1745334209770375,1
MERCER,40.31185138574527,-12.123197903014416,59.66881820629922,-0.29999115327071374,0
METCALFE,21.146444314845063,-14.951023899046293,42.44315436677735,-0.7036953420295315,0
MONROE,25.611080469821797,-12.756823060410916,43.97811367735988,-0.49616052018444534,0
MONTGOMERY,-16.988224862564284,-24.238681279195113,9.570129637460717,1.4352415056317973,1
MORGAN,19.815191951123133,-17.738817711845357,45.65216377685852,-0.8907178879008978,0
MUHLENBERG,24.09502610260042,11.278655845080449,11.51736616531622,0.46615596929933656,0
NELSON,-6.4827318096340205,-15.268200069832405,10.36856087966857,2.392110545329002,1
NICHOLAS,6.736411633612155,-18.1930693069307,30.473556127017602,-2.6612015604037036,1
OHIO,-1.4712727610343832,-6.229992612656976,5.074884799747722,4.543219109783489,1
OLDHAM,36.45451447251744,-9.874686716791977,51.405315001486244,-0.27013590138684523,0
OWEN,16.048299893620595,-20.8212610375276,46.56497617197831,-1.2893779019891165,0
OWSLEY,-7.135206174007013,-38.80057803468208,51.741292390996804,5.5152012712916125,1
PENDLETON,6.958827603076754,-2.913448190698422,10.168530666498905,-0.41273825548998083,0
PERRY,-20.92550385011558,-24.284351145038173,4.436133541372255,1.1660870882076353,1
PIKE,57.49101192703016,-31.65170741772413,130.4242080918797,-0.5495945696843799,0
POWELL,47.966016652554934,-10.0,64.40668516950548,-0.20804719626102933,0
PULASKI,21.088980481499632,0.10599721059972612,20.96076544420869,0.005002468650734453,0
ROBERTSON,-6.778756277782966,-24.361813731204094,23.246270595299713,3.6476572460420837,1
ROCKCASTLE,58.16569276829856,-13.336610717044744,82.50577790338764,-0.22889302578242032,0
ROWAN,12.360203340595502,-19.46702094404501,39.52073381331976,-1.5623357349732172,0
RUSSELL,46.10047539181938,-4.5205978855268025,53.01779457799183,-0.09784743224367892,0
SCOTT,8.483137079143567,-11.926785714285716,23.173813921697445,-1.3895602044230406,0
SHELBY,6.814250737244514,-11.14756532066509,20.215333572718755,-1.6122593386174549,0
SIMPSON,40.977323931450286,-8.291959139416774,53.72406018984465,-0.20186220390730344,0
SPENCER,-6.761779756438677,-2.5406992260475043,-4.331121295628377,0.38138445264448934,1
TAYLOR,-0.3938937664855941,-16.9128730780826,19.881514650423558,57.547573330078194,1
TODD,30.895358050031135,-7.665232694563942,41.761724071973575,-0.24730260196352988,0
TRIGG,4.956961333515508,-1.7504234895539243,6.8268842078482574,-0.3461413631844129,1
TRIMBLE,-15.547905429019105,-21.184768669231538,7.151997329749478,1.3713683558313126,1
UNION,39.96306795869244,-3.5664335664335627,45.139367063763736,-0.08902048066091148,0
WARREN,18.138187531453678,-15.214181489716507,39.337202385001376,-0.8341937192759996,0
WASHINGTON,23.97722115729797,-10.37536904259806,38.32940770068399,-0.43092053583821543,0
WAYNE,54.662276100648455,7.034303082935295,44.49785876665048,0.12845162005331623,0
WEBSTER,49.83946871654552,-3.622714388063413,55.47176678110086,-0.0725421091006354,0
WHITLEY,32.270172402510056,-12.603215993046508,51.34443893494562,-0.38934658228972624,0
WOLFE,40.31041616085646,-12.10979228486646,59.64283144673562,-0.29967007111885685,0
WOODFORD,13.484191999526503,3.0749999999999877,10.09865825809025,0.22636605843815896,0
